k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_unclassified	0	0	0.06884	0	0	0.07735	0	0.03469	0.87866	0	0.10675	0	0	0.01582	0	0	0.0203	0.0155	0.03843	0	0	0	3.9519	0	0	0	0.11256	0	0.35423	0.06177	0	0.00272	0.02487	0.01944	0	0.02875	0	0	0.11335	0.41488	0.13959	0	0.05385	0.12332	0.00111	0	0	0	0	0	0	0.00929	0	0.83345	0.07036	0.26442	0	0.07336
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_unclassified	0	0	0	0	0	0	0	0.05261	0	0.09865	0	0	0	0	0	0	0	0	0	0	0	0.1612	0.18239	0	0	0	0	0	0	0	0	0	0	0.06281	0	0	0	0	0	0	0.21896	0.02333	0.16071	0.01681	0	0	0	0	0	0.00839	0	0.00847	0	0.01266	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_lenta	0	0	0	0	0.06878	0	0.14022	0	0	0	0	0	0	0.01917	0.00323	0.06048	0	0	0.03922	0.48486	0.02264	0	0	0	0.01277	0	0	0.01512	0	0	0	0	0	0.00537	0	0	0	0.40729	0.01589	0	0	0	0	0.00455	0	0	0	0	0.00799	0.01405	0.13144	0.00745	0.02323	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Imtechella|s__Imtechella_halotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00143	0	0	0	0	0	0.00609	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_citroniae	0	0	0.03427	0.05199	0	0.03513	0	0	0.0984	0.02256	0.18276	0.04185	0.06002	0.00655	0	0.01864	0.09658	0.07238	0	0.07901	0.24594	0.15467	0	0	0.04858	0	0.03286	0	0	0	0.01107	0.01295	0.02263	0.00414	0.00724	2.21115	2.20369	0	0.03969	0	0	0.05631	0.00927	0	0.08904	0.0679	0	0.04007	0.07909	0	0.08729	0.00465	0.00565	0	0	0	0	0.00565
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris|t__Bacteroides_stercoris_unclassified	0.01628	0.32812	0	0	0	0.01135	0	0	0	0	7.91116	0.01336	0.00495	2.50234	4.42082	0.00188	0	0	0.00335	0	0	22.60554	2.26177	1.66002	0.43637	0.53002	0	0.00868	0.0478	0.0037	3.98356	0.46489	4.22468	1.91278	0.03195	0.02052	48.24238	0.01014	0	0.00924	0.00122	1.13418	2.11275	1.54786	0	0.00702	0.22088	5.98227	0.04694	0	8.22253	23.70273	11.97746	9.10303	0.19099	1.14626	0.03034	0.00426
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale|t__Eubacterium_rectale_unclassified	0.42321	2.31644	0	0.00335	0	0.42544	0	1.87741	0	0.0219	0	4.66303	2.37922	14.16291	1.23066	27.6115	2.91068	0	0.00204	0	0.00103	0	0.97616	2.87146	1.53394	5.31617	6.7708	3.70384	0.11033	23.84002	0.00592	8.83634	2.20299	13.93188	0.0171	0	0.35544	0	5.29066	26.10561	0.10962	2.59668	6.81444	21.10245	0	0.006	0.95764	0.37598	6.29361	0.00233	13.23224	10.89846	7.98017	22.83595	0.89433	0	0.68932	9.62612
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_5_1_39BFAA|t__GCF_000159975	0	0	3.39466	0	0	0	0	0	0	0	0	0	0	4.85571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86917	0	0	0	0	0	0	0	4.55065	1.69741	0	0	0	0	0	0	0	0	6.97235	2.97775	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius|t__GCF_000187895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54517	0.5746	0.02503	0.09579	0	0.94062	1.0574	2.69386	0	0	0	0	0	0.00103	4.37911	0	0	0	0	0.00391	0.04116	0	0	0	0	0	0	0	3.03199	5.46524	0	0	0	0	0.04647	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__Faecalibacterium_prausnitzii_unclassified	0.68271	1.8449	0.00195	0.01456	0.04464	4.97831	0.31445	2.02735	1.88977	0.04924	0.01045	14.2032	8.03572	6.76154	5.51195	0.03024	0.01269	0	0.00952	0.01117	5.12382	0.00129	2.71688	5.38984	7.01109	9.16718	0.87236	3.06751	14.74488	10.83814	0	3.46365	9.36858	10.10184	0.31411	0.01359	0	0.00938	0	0	0.04516	14.17476	6.84705	9.11312	0	0.00184	0.20584	5.31248	1.32254	8.27399	0.35249	5.09323	9.57197	24.03149	0.1197	13.579	4.67876	10.59854
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis|t__GCF_000154465	0.18735	1.81936	0	0	0	0	12.51499	5.84824	0	0	0	0	0	1.93891	5.61465	0	0	0	0	0	0	0	0	0	4.61158	11.14854	0	2.75885	2.67282	4.41981	0	1.80386	9.55268	3.78765	1.29416	0	0	0	1.97342	0	0.00706	2.08497	2.4337	0	0	0	0.11202	1.82673	0	0	5.08194	4.46691	4.9403	3.1286	0	0	0.87833	2.47163
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii|t__GCF_000209875	0	0.01228	0	0	7.89864	0	0	0	0	6.01866	0	0.47645	1.64488	1.16171	0	3.54765	5.72545	5.23405	11.52492	0	5.22805	0	0	2.49627	3.01064	0.75088	0	9.88565	0.60336	2.39949	4.91988	2.95226	0	0	4.18657	0	0	0	0	0	0.05787	0.25349	0	3.0481	0	0	9.16182	6.66427	0	0	3.85024	4.14155	5.19042	2.63423	0	0	3.37088	2.2389
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella|s__Barnesiella_intestinihominis|t__GCF_000296465	0.75582	1.5614	0	0	0	0	0	0	0	0	0	6.23489	5.41115	0	0	0	0	0	0	0	0	0	0	0.08476	2.63291	3.16182	0	0	0	0	0	0.50521	0	0	2.137	1.8763	1.70214	0	0	0	0	0	0	0	2.26141	2.73208	0	0	0	0	1.06624	3.24169	2.87445	0	0	0	0.65287	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae|t__Parabacteroides_merdae_unclassified	0.89586	1.36289	0	0	5.29017	0	0	0.85437	0	0	2.34133	0	0	0.09883	0.49331	0	0	0	0	0	0	0.56484	0.43398	0.60207	2.57294	3.1987	0.88303	0.51565	0	0	3.12827	0.0766	2.67845	2.66851	1.27307	0.90472	1.6581	6.18403	2.68261	1.45606	0	1.20685	1.29206	2.07453	0.61953	1.81301	1.06277	0.82797	0.17989	3.19149	12.83153	2.71858	0.71272	0	0.40845	2.34959	1.76659	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens|t__GCF_000169035	1.12432	1.66022	0	0	0	0.20171	1.03341	3.41426	0	0	0	0.28255	0.22678	2.5859	0.79988	2.90904	0	0	0	0	0.82191	0	0.58296	5.286	1.14915	1.99665	0	3.30134	1.79181	0.82329	0	0.48737	0.28681	0.47156	1.6559	0	0	0	0	0	0.01662	3.66144	3.25234	3.52544	0	0	6.66667	4.8452	0	0	3.07028	2.53757	1.0161	1.40012	1.39274	2.54469	1.03653	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname|s__Ruminococcaceae_bacterium_D16|t__GCF_000177015	0	0	0	0	0	0	0	0	0.33217	1.1381	0	0	0	0	0	0	0	0	0.36786	0.01587	0.00115	0	0	0	0.21366	0.08089	0	2.32777	0	0	0	0.04532	0.41749	0.91849	0	0	0	0	0	0	0	0.02878	0.00403	0	0	0	0	0.00108	0	0	0.53969	1.95236	1.56901	0	0	0	0	0.08251
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus|t__Bacteroides_ovatus_unclassified	0.04952	0.3435	4.00418	7.70689	0.00608	21.23798	0.00661	0.95965	3.46083	0.01993	0.59899	0	0.00131	0.42064	0.11969	0.27604	2.31874	2.59268	4.12311	0	1.79173	0.61314	0.07107	0.02247	0.82714	0.23828	0.35755	0.00134	0.37203	0.62988	4.00497	0.4427	0.50395	0.36516	0.06297	0.92231	2.61717	0.00924	9.56769	19.40009	0.01394	0.01017	0.03045	0.03352	0.87764	1.9843	0.01066	0.3001	0.04371	0.00558	1.70202	1.72236	0.57156	0	0.09073	0.91256	0.00132	0.84122
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena|t__GCF_000154065	0.1098	0.51603	0	0	0	0	0	1.34978	0	0	0	0.21335	0.55787	0.82611	0.05154	0	0	0	1.10048	0	0	0	0.34823	2.13718	0.36218	0.40546	0.00706	0.18455	0.13299	0.26991	0	0.0923	0.47475	0.49489	0.00846	0	0	0	0	0	0	0.39225	0	0.06302	0	0	0.31111	0.42526	0.21227	0.10481	0.54145	1.71724	1.78292	0	0	0	0	0.09288
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__Bifidobacterium_longum_unclassified	0.00428	0	0.06097	0	0	2.77608	2.32745	0.253	0.91087	0.6803	0	0.02527	0.12648	3.04711	0.74834	4.90148	0	0	2.30596	30.33529	0.01986	0	0	0.10685	1.84588	0.59407	0.17042	0.06679	0.6326	0.69087	0	0	0	0	0.93969	0	0	25.58195	0	0	0.00297	0.02298	0.14192	3.6141	0	0	1.67509	0.2325	0	3.59527	1.52981	1.60458	4.20808	1.28211	69.17387	0.00707	1.20945	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname|s__Burkholderiales_bacterium_1_1_47|t__GCF_000144975	0.02837	0.04951	0.09893	0.08326	0	0	0	0	0	1.15057	0	0	0	0	0	0	0	0	0	0	0.01016	0	0	0	0	0	0	0	0	0	0	0	0.25347	0.21301	0	0	0	0	0	0	0	0	0	0.19044	0	0	0	0.03091	0	0	0.72052	1.3742	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__Ruminococcus_torques_unclassified	0.1258	0	8.97471	0	2.39325	1.27967	0.12611	0.33925	0.74495	0.11707	0.58779	1.21948	4.92814	0.78097	0.38927	2.1148	0.30209	0	1.09797	3.62206	1.90984	0.04418	1.78665	0.15045	1.29202	0.25924	0.03166	1.2265	0.24647	0.92064	1.86053	4.20554	2.12308	2.012	0.26862	0.97713	0.19232	6.38533	0	0.08846	0	0.58692	1.66112	1.73036	2.09866	0.37055	1.54382	2.7333	4.56748	3.86884	2.00408	1.27983	0.94072	1.26357	1.44367	0.6471	0.07416	0.39733
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis|t__Bacteroides_massiliensis_unclassified	0	0	0	0.01151	0	0	0	0	0	0	0.00124	0	0	2.03014	1.5065	0	0	0	0.00851	0	0	0	10.74911	9.12013	0.03249	0.48461	0	0	0	0	0	1.04967	0	0	0	0	0	0	0	0	0	0	0.02624	2.87227	4.12374	16.84248	0	0	0.73206	9.15646	0.15213	1.19367	6.01709	0.00127	0.08383	38.47852	0.00997	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_3_1_19|t__GCF_000163655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10496	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans|t__Dorea_formicigenerans_unclassified	2.03946	0.4317	0	0	0	0	0	0.17236	0	0	0	0.42803	1.05616	0.53422	0.09928	0	0	0	0.40297	0	0	0.10376	0.26239	0.01321	0.13145	0.20161	0	0.30217	0.41578	0.05218	0	0.99562	0.19144	0.54289	0	0.22524	0	0	0	0	0	0.18706	0.342	0.64129	0	0	0.08976	0.13999	0	0	0.17301	0.78406	0.4475	0	0	0	0.11022	1.07015
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus|t__GCF_000469345	0	0.0313	0	0	0	0	0	0	0	0	0	0	0	0.16175	0	0	0	0	0	0	0	0	0.41655	0.00996	0.03641	0.11017	0	0	1.83133	0.1627	0	0.00672	0	0.00457	0	0	0	0	0	0	0	0.75555	0.22106	0.04426	0	0	0	0	0	0	0.08754	0.77447	0.30278	0.41518	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius|t__Streptococcus_salivarius_unclassified	0.44556	0.1227	0	0	1.2987	0	0	0.99411	0.03507	1.6586	0.58106	0	0.08524	0.26005	0.77763	0.02339	0.08745	0	0	0.00587	0	0	0.85776	0.56226	0.17507	0.04491	0.06529	0.07006	0.15925	0.04124	0	0.0179	0.02916	0	0.00058	0	0	0	0.08489	0.00301	47.76617	8.61388	10.61306	2.93124	0.04397	0.02047	0.12365	0	0	0	0.35044	0.7649	0.10648	3.44553	4.7227	0.0362	0	0.00161
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii|t__GCF_000173975	1.42106	0.25869	0	0	0	0.19178	0	0	0	0	0.67685	0.43585	0.88743	1.16027	0.13433	0	0	0	1.02911	0	1.95421	0	0.23251	1.40911	0.07598	0.22667	0.00462	2.20506	0.21877	0.87673	0	0.02113	0.09069	0.60269	0.02384	0.15275	0	0	1.64889	1.85468	0	3.06174	1.54396	0.99989	0	0	0	0.06414	1.61766	0.78374	0.20132	0.73714	0.41632	0	0	0	0.22965	0.01553
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis|t__Streptococcus_parasanguinis_unclassified	0.07468	0.28868	0.0238	0	0.98053	0	0	0.09959	0	2.33954	0.64527	0	0	0.09731	0.09632	0.0061	0.02275	0	0	0	0	0.01204	1.91435	0	0.05413	0.05183	0.00478	0	0	0.29756	0.06846	0.12943	0.02794	0.00095	0	0.00494	0	0	0.1365	0	24.53499	0.49055	4.57119	0.96094	0.03248	0.00187	0.15275	0.13484	0	0	0.63045	0.63585	0.04433	5.78173	1.29533	0.11764	0	0.0296
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii|t__GCF_000210575	0.1157	0.3498	0.39248	0.56817	0	0	0	0.00429	6.1975	8.56975	0	0.53575	0.28749	0.09951	0.92379	0	0	0	4.22409	0	0	0	1.68667	2.65466	2.76935	2.78557	0	1.16313	0.08228	0.29969	0.03676	0.82848	0.0776	0.03917	0.49522	0.03611	0	0	0	0	0	0.00137	0.00624	1.71186	3.67828	3.09248	0.5289	0.72622	0	0	1.2145	0.51381	2.45225	0	0	0	0.45022	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara|t__GCF_000233955	0	0	0	0	0	0	0	0	0	0	0.17747	0	0	0.04273	0.05707	0	0	0	0	0	0	0	0.07563	0.23242	0	0	0	0	0	0	0	0.12007	0.33134	0.17326	0	0	0	0	0	0	0	0.14493	0.18926	0.02433	0	0	0	0	0	0	0.1607	0.40932	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus|t__Bacteroides_vulgatus_unclassified	0.40348	0.59371	0.04658	0.01734	0.00803	0.06632	8.12818	15.08007	0	0.03714	0.18747	19.07532	21.48009	2.16123	0.95754	0.01287	0.01665	0.00466	0.05155	0.02108	0.00401	2.27198	1.86556	0.26892	0.47582	0.39033	0.00091	0.28986	0.91555	1.53646	1.3191	1.19623	3.34334	2.49421	0.27661	1.60578	0	0	0.00911	0	0.01195	1.38508	2.52916	2.39961	0.00578	0.00813	1.65069	4.20441	7.8759	4.58735	0.17157	0.38385	2.50113	0	0.00758	0	0.3351	3.3321
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica|t__GCF_000157975	0	0	0	0	0	0.01023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23832	0	0	0	0	0	0	0.25669	0	0	0.00225	0	0	0	0.03888	0	0	0	0	0	0	0.29763	0.33166	0	0	0	0	0	0	0	0.14401	0.3822	0	0	0	0	0	0.03789
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae|t__Streptococcus_mitis_oralis_pneumoniae_unclassified	0	0	0.17222	0	0	0	0	0.33696	0	0.07256	0	0	0	0	0	0	0	0	0	0	0.0172	0.23862	0.42203	0	0	0	0	0.12688	0	0	0	0	0.00224	0.28395	0	0	0	0	0.12701	0	0.28319	0.48263	2.58838	0.02709	0	0.02724	0	0	0	0.02721	0.00172	0.36392	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens|t__Bacteroides_xylanisolvens_unclassified	0.02308	0	0.01066	0	0	0.00379	0	0.04356	1.01425	0.51238	0	0.42885	1.62482	0.36752	0.08048	0	0	0.00348	0.02959	0	0.00503	0.03421	0.05918	0.14178	0.07211	0.09682	0	0	0	0	0	0.01596	0.38513	0.04553	0	0.08122	0	0	0.38817	1.11855	0	0.04566	0.09812	0	0.27132	0	0	0	1.4397	1.19686	0.08762	0.25212	0.29863	0	0.05799	1.67577	0.00842	2.30595
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae|t__Clostridium_bolteae_unclassified	0.0686	0.01928	4.11749	8.78041	0.04247	0	0.23715	0.06276	0.40614	0.19564	0	0.34039	0.26695	0.04456	0.11944	0.25279	0	0.47625	0.18435	0.31951	0.20954	0	0	0	0.33858	0	0	0.00313	0	0	0.35154	0.07422	0.21595	0.0771	0	4.88193	0	0	3.00642	0.11413	0.00106	0.02116	0.04428	0.03563	0.32884	0.36311	0	0.01128	1.37762	0.63449	0.41009	0.19563	0.01961	0.23822	0	0.32487	0.003	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__Bacteroides_caccae_unclassified	0.51805	1.59567	4.16479	0.33523	0.00894	0	9.55343	4.55679	0	0	4.33357	0	0	2.96363	1.32311	0	0	0	8.32789	0	0	0	0.79384	0.80292	1.47708	1.40048	9.90122	0.01885	5.66807	5.72792	0.57785	0.24267	0	0	1.08935	3.68094	0	0	0	0	0	0.84968	2.27281	0	0	0	0	0	5.68608	1.45382	0.11921	0.18175	0	0	0	0	0.64171	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus|t__Ruminococcus_gnavus_unclassified	0.01844	0	9.97849	0.62441	0.46429	2.87073	0.07555	4.09021	0.25839	2.67529	0	0.25051	0.63203	0.0091	0	5.80417	0.89841	3.94743	1.31099	7.26188	0.38261	2.38471	0.07554	0	0	0	0.37099	0	0	0	0.04189	0	0.03723	0.09748	0.1225	0.73246	0.41703	0	0.26815	0.30518	0	0.0144	0.01736	0.04245	0.45206	1.16749	0.73903	1.13036	0.93903	0.70456	0	0.13516	0.00895	0.79944	0	0.95922	0	0.06148
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme|t__Clostridium_clostridioforme_unclassified	0	0	0.81767	1.04225	0	0.06354	0.22459	0.56571	1.59816	0.71356	0.14866	0	0.09785	0.10813	0.00574	1.77907	1.99407	11.80634	0.01492	0.44781	0.73749	10.31778	0	0	0	0	0.90837	0	0	0	9.75353	0	0	0.0009	0.00218	0	2.72125	0.15765	0	0	0	0	0.01614	0	0.08206	0.22333	0.03444	0.20405	0.09323	0.02081	0.60321	0.11771	0.01572	0	0	0.0764	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis|t__GCF_000205025	0	0	0.1291	0.14097	0	0	0.04332	0	0	0.62434	0.16609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00369	0	0	0	0	0	0	0	0	0	0.32861	0	0	0	0.04982	0	0	0.00139	0.1113	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis|t__Bacteroides_uniformis_unclassified	1.84183	2.57931	9.18823	13.52425	0.13186	0.02999	8.28673	2.1867	0.00262	0.02238	4.16065	11.91131	24.30391	7.30106	16.14235	0.06837	0.04335	0.02396	14.31793	0.03169	33.51264	23.95112	1.05053	1.124	8.80549	0.09117	8.69933	2.96264	0.42865	0.80538	9.22863	3.2148	0.81244	0.16808	5.49025	17.49048	0.01898	0.3464	8.14897	2.10389	0.06812	0.82285	0.69836	2.56434	32.02244	19.00531	1.64308	5.68646	5.9199	8.36836	0.32454	0.10788	2.69732	0	0.47125	8.30688	5.4197	13.32771
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum|t__GCF_000154345	0.00662	0.1082	0.12995	0	0.16522	0.14007	3.11696	0	0.09932	0	0.0459	0	0.1849	0.89796	0.06303	0.58407	0.21522	0.08168	0.07586	0	1.01794	0	0.02288	0	0.09976	0.12237	0	0.42884	0	0	0.03842	0	0.01791	0	0.24502	0.23878	0.0294	0.02878	0	0	0	0.06279	0.12205	0.01304	0.35024	0.13954	0.48132	0.3244	0	0	0.05825	0.1056	0.05152	0.00715	0	0	0.14978	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron|t__Bacteroides_thetaiotaomicron_unclassified	0	0	5.44311	3.15219	0	0	0	0	4.41686	0.46559	0.67601	4.27035	6.54582	0	0	5.67052	13.97909	10.46422	0	0	0	5.45985	0.81462	1.02121	0.28004	0.02127	11.64342	0.07201	0.23361	0.29908	0.75077	0.02857	5.07216	4.95376	0.13177	1.02141	0	0	1.50428	0.07857	0.00023	0.09266	0.15375	0.85123	0	0	0	0	5.82568	2.69777	1.81376	0.10551	0.02212	0	0.27689	5.63636	0.43358	0.42698
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus|t__GCF_000332875	0.57556	0.17745	0	0	0	0	0	0	0	0.00873	0	0.13097	0.20661	0	0	0	0	0	0	0.01924	0	0	0	0	0.00744	0.00434	0	0.43293	0.03098	0.42668	0	0.03648	0	0.05897	0	0	0	0	0	0.10007	0	0.20671	0.01642	0	0	0.00202	0	0	0	0	0.02764	0.10496	0.01759	0.00995	0	0	0.2514	0.00563
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis|t__Roseburia_intestinalis_unclassified	0	0.03673	0	0	0	0	0.03401	0	1.92197	0	0.03364	0.03587	0.05913	3.40761	0.03818	1.16393	0	0	5.76036	0	0.51055	0	0.67756	0	0	0	0.05734	0	1.69622	0.28944	0	3.31622	0.60787	0.06567	0	0.10593	0	0	0.03532	0	0	0.3712	0.35084	0.13472	1.3357	0.36829	0	0.02027	2.68815	0.00524	0.02562	0.08692	0	0	0.00559	9.39497	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_asparagiforme|t__GCF_000158075	0	0	0.54016	0.38333	0	0.13093	0	0.02764	0.61566	0.29439	0.12743	0.08688	0.11317	0	0	0.22932	0.47766	1.37124	0.29722	0.15159	0.08473	0	0	0	0.0491	0	0.10935	0	0	0	0.96491	0.05947	0.02611	0.00881	0.01826	0.68765	0.7342	0	0.14369	0	0	0	0	0.04195	0.18999	0.39412	0.03059	0.12388	0	0	0.15179	0.0831	0.02135	0.00165	0	0	0	0.07085
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA|t__GCF_000242155	0.00482	0.00138	0.09938	0.01912	0.07787	0.41599	0.00334	0.11323	0	0.01205	0.07175	0.26209	0.2858	0.11277	0.05067	0.25862	0.72591	0.91666	0.09169	0.28375	0.29809	0	0.05569	0.01169	0.25047	0.27008	0.02036	0.15952	0	0	0.02893	0.02433	0.22011	0.14506	0	0.10742	0.10099	0.05956	0	0	0	0.05504	0.05563	0.0736	0.06763	0.18093	0.01029	0.0113	0.02586	0.04597	0.22515	0.08288	0.04854	0.02643	0	0	0	0.01953
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii|t__GCF_000239295	0	0	0	0	0.0981	0.07131	0.10886	0	0.04225	0.01775	0.7719	0.00862	0.05343	0.00312	0	0	0	0	0.07177	0	0.60463	0	0.11469	0	0.27912	0.06216	0.02967	0	0	0	0	0	0.07117	0.05961	0	0	0	0.15252	0.03517	0	0	0.06469	0.07669	0.01855	0.0538	0.03164	0	0	0	0.08247	0.24063	0.07353	0.29946	0	0.02874	0.20391	0	0.10212
